<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20181122,000000,3511.5000000,3514.5000000,3464.0000000,3493.0000000,195828
20181123,000000,3499.0000000,3504.0000000,3454.0000000,3461.0000000,143143
20181126,000000,3464.0000000,3503.0000000,3388.0000000,3490.0000000,330537
20181127,000000,3490.0000000,3508.5000000,3455.5000000,3500.0000000,238947
20181128,000000,3500.0000000,3515.0000000,3479.0000000,3500.0000000,356408
20181129,000000,3512.0000000,3541.0000000,3494.5000000,3500.0000000,280324
20181130,000000,3498.5000000,3518.5000000,3487.0000000,3500.0000000,237843
20181203,000000,3509.0000000,3522.0000000,3491.0000000,3500.0000000,253115
20181204,000000,3500.5000000,3684.0000000,3494.5000000,3630.0000000,615023
20181205,000000,3613.5000000,3669.0000000,3590.0000000,3669.0000000,331975
20181206,000000,3654.0000000,3710.0000000,3578.5000000,3699.0000000,313241
20181207,000000,3708.5000000,3750.0000000,3662.5000000,3719.0000000,442642
20181210,000000,3694.0000000,3721.5000000,3621.0000000,3685.0000000,255171
20181211,000000,3677.5000000,3689.5000000,3583.5000000,3595.0000000,241409
20181212,000000,3599.0000000,3631.0000000,3545.0000000,3600.5000000,221709
20181213,000000,3610.5000000,3664.0000000,3586.0000000,3653.5000000,147182
20181214,000000,3653.5000000,3658.5000000,3595.0000000,3644.0000000,159124
20181217,000000,3645.0000000,3688.5000000,3634.5000000,3671.5000000,182390
20181218,000000,3662.5000000,3730.0000000,3605.0000000,3725.0000000,305193
20181219,000000,3710.0000000,3720.0000000,3673.5000000,3675.0000000,254925
20181220,000000,3540.0000000,3594.0000000,3526.5000000,3565.0000000,370542
20181221,000000,3554.5000000,3574.0000000,3537.0000000,3537.0000000,217171
20181224,000000,3531.0000000,3548.5000000,3493.0000000,3503.5000000,100235
20181225,000000,3485.0000000,3490.0000000,3310.0000000,3439.5000000,208868
20181226,000000,3442.0000000,3498.0000000,3428.5000000,3491.5000000,186480
20181227,000000,3518.0000000,3537.0000000,3429.0000000,3440.0000000,233953
20181228,000000,3454.0000000,3494.0000000,3444.0000000,3475.0000000,115054
20181229,000000,3478.0000000,3536.5000000,3473.0000000,3511.5000000,68588
20190103,000000,3511.5000000,3596.5000000,3482.0000000,3576.0000000,221513
20190104,000000,3590.0000000,3652.5000000,3580.0000000,3600.0000000,258406
20190108,000000,3602.5000000,3688.0000000,3563.0000000,3680.0000000,232366
20190109,000000,3679.0000000,3750.0000000,3661.0000000,3698.5000000,252801
20190110,000000,3703.0000000,3838.5000000,3699.0000000,3830.0000000,423249
20190111,000000,3830.5000000,3897.0000000,3816.0000000,3827.0000000,370716
20190114,000000,3819.0000000,3819.0000000,3756.5000000,3790.5000000,188090
20190115,000000,3812.5000000,3930.0000000,3806.0000000,3920.0000000,459913
20190116,000000,3930.5000000,3999.0000000,3930.5000000,3970.0000000,377556
20190117,000000,4000.0000000,4166.5000000,3992.5000000,4155.0000000,971030
20190118,000000,4182.0000000,4232.0000000,4110.0000000,4152.0000000,586706
20190121,000000,4170.0000000,4267.5000000,4112.0000000,4140.0000000,634536
20190122,000000,4132.0000000,4228.0000000,4112.5000000,4200.0000000,428278
20190123,000000,4219.0000000,4328.0000000,4191.5000000,4300.0000000,554050
20190124,000000,4317.0000000,4425.0000000,4240.0000000,4256.0000000,698528
20190125,000000,4280.0000000,4284.5000000,4140.0000000,4191.0000000,580989
20190128,000000,4221.5000000,4229.5000000,4115.0000000,4147.0000000,293665
20190129,000000,4160.0000000,4211.5000000,4124.0000000,4188.0000000,245994
20190130,000000,4195.5000000,4209.5000000,4150.0000000,4164.0000000,156003
20190131,000000,4200.5000000,4220.0000000,4105.5000000,4155.0000000,364963
20190201,000000,4151.5000000,4187.0000000,4117.5000000,4133.0000000,168709
20190204,000000,4144.0000000,4167.0000000,4122.5000000,4130.0000000,207705
20190205,000000,4135.0000000,4155.0000000,4040.0000000,4054.0000000,299418
20190206,000000,4055.0000000,4059.5000000,4000.5000000,4025.5000000,335129
20190207,000000,4022.5000000,4155.0000000,4010.5000000,4029.5000000,592169
20190208,000000,4027.0000000,4099.5000000,4020.0000000,4039.5000000,386727
20190211,000000,4060.0000000,4074.0000000,4015.0000000,4035.0000000,199350
20190212,000000,4048.0000000,4094.0000000,4015.0000000,4035.0000000,339870
20190213,000000,4036.5000000,4054.5000000,3944.0000000,3988.0000000,483855
20190214,000000,3967.0000000,4017.5000000,3895.5000000,3895.5000000,530477
20190215,000000,3914.5000000,3952.5000000,3844.5000000,3896.0000000,411189
20190218,000000,3920.0000000,3947.0000000,3871.0000000,3910.0000000,204154
20190219,000000,3915.0000000,3934.5000000,3860.5000000,3900.0000000,194481
20190220,000000,3907.5000000,3954.0000000,3907.5000000,3950.0000000,274046
20190221,000000,3960.5000000,3990.0000000,3944.0000000,3945.5000000,236539
20190222,000000,3938.5000000,3985.0000000,3933.0000000,3962.5000000,270933
20190225,000000,3980.0000000,3992.5000000,3911.0000000,3922.5000000,155513
20190226,000000,3911.0000000,3938.5000000,3850.0000000,3875.5000000,169200
20190227,000000,3894.0000000,3899.5000000,3790.5000000,3803.0000000,254768
20190228,000000,3810.0000000,3814.0000000,3776.0000000,3780.0000000,243464
20190301,000000,3794.0000000,3920.5000000,3782.5000000,3904.0000000,385313
20190304,000000,3916.5000000,3959.5000000,3850.0000000,3860.0000000,196258
20190305,000000,3859.0000000,3905.0000000,3832.5000000,3900.0000000,198916
20190306,000000,3912.5000000,3939.0000000,3845.5000000,3859.0000000,240817
20190307,000000,3866.0000000,3909.0000000,3827.0000000,3850.0000000,181690
20190311,000000,3848.0000000,3880.0000000,3776.0000000,3801.5000000,203428
20190312,000000,3814.5000000,3837.5000000,3787.5000000,3790.0000000,164980
20190313,000000,3797.0000000,3830.0000000,3757.0000000,3830.0000000,216748
20190314,000000,3792.0000000,3834.0000000,3735.0000000,3750.0000000,225660
20190315,000000,3758.5000000,3777.5000000,3703.5000000,3776.5000000,330371
20190318,000000,3780.0000000,3824.5000000,3740.0000000,3788.0000000,185905
20190319,000000,3799.0000000,3847.5000000,3771.0000000,3792.0000000,246013
20190320,000000,3792.0000000,3797.0000000,3730.0000000,3761.0000000,211975
20190321,000000,3765.0000000,3793.5000000,3718.5000000,3730.0000000,238361
20190322,000000,3739.0000000,3752.0000000,3672.5000000,3688.0000000,223293
20190325,000000,3678.5000000,3734.0000000,3673.5000000,3715.5000000,275441
20190326,000000,3719.0000000,3806.0000000,3711.0000000,3760.0000000,401957
20190327,000000,3758.0000000,3777.0000000,3698.0000000,3700.0000000,154872
20190328,000000,3722.5000000,3723.5000000,3674.0000000,3689.0000000,181321
20190329,000000,3691.5000000,3723.0000000,3610.0000000,3640.0000000,431832
20190401,000000,3698.0000000,3720.0000000,3671.0000000,3690.5000000,313753
20190402,000000,3696.0000000,3708.5000000,3651.5000000,3680.0000000,268293
20190403,000000,3691.5000000,3742.0000000,3690.0000000,3715.0000000,223685
20190404,000000,3714.0000000,3719.5000000,3655.0000000,3666.0000000,260919
20190405,000000,3670.0000000,3674.0000000,3600.0000000,3610.0000000,300892
20190408,000000,3617.5000000,3658.5000000,3584.0000000,3652.0000000,302762
20190409,000000,3657.0000000,3659.0000000,3603.5000000,3610.0000000,119612
20190410,000000,3614.0000000,3625.5000000,3560.5000000,3560.5000000,300558
20190411,000000,3576.0000000,3578.0000000,3543.5000000,3548.0000000,170743
20190412,000000,3561.5000000,3602.0000000,3547.0000000,3550.5000000,178488
20190415,000000,3551.0000000,3566.5000000,3500.0000000,3500.0000000,157437
20190416,000000,3511.0000000,3514.0000000,3443.5000000,3496.0000000,319109
20190417,000000,3505.0000000,3585.0000000,3504.0000000,3581.0000000,280765
20190418,000000,3583.5000000,3600.0000000,3542.0000000,3595.0000000,152468
20190419,000000,3595.0000000,3635.0000000,3590.0000000,3597.0000000,97668
20190422,000000,3607.5000000,3612.5000000,3565.5000000,3578.5000000,105070
20190423,000000,3568.5000000,3679.5000000,3565.0000000,3675.0000000,316674
20190424,000000,3668.0000000,3678.0000000,3623.5000000,3639.5000000,181917
20190425,000000,3650.5000000,3718.0000000,3641.5000000,3649.5000000,294517
20190426,000000,3653.0000000,3670.0000000,3575.5000000,3590.0000000,284847
20190429,000000,3564.5000000,3632.5000000,3500.0000000,3630.5000000,247380
20190430,000000,3631.5000000,3724.5000000,3545.0000000,3720.0000000,753249
20190502,000000,3704.5000000,3774.0000000,3680.5000000,3746.0000000,303256
20190503,000000,3750.0000000,3799.0000000,3750.0000000,3795.0000000,197838
20190506,000000,3760.0000000,3772.0000000,3711.5000000,3758.5000000,201858
20190507,000000,3750.5000000,3864.5000000,3750.5000000,3781.0000000,366735
20190508,000000,3781.0000000,3831.0000000,3755.5000000,3815.0000000,232641
20190510,000000,3768.0000000,3780.0000000,3696.5000000,3710.0000000,265104
20190513,000000,3685.0000000,3752.0000000,3675.0000000,3730.0000000,234001
20190514,000000,3730.0000000,3803.5000000,3729.5000000,3795.0000000,354014
20190515,000000,3801.0000000,3808.0000000,3728.0000000,3728.5000000,170071
20190516,000000,3737.5000000,3740.5000000,3687.0000000,3700.0000000,171953
20190517,000000,3703.0000000,3754.5000000,3680.0000000,3700.0000000,191828
20190520,000000,3700.5000000,3710.0000000,3645.0000000,3659.0000000,136346
20190521,000000,3659.0000000,3671.0000000,3604.0000000,3619.0000000,260925
20190522,000000,3619.0000000,3650.0000000,3590.5000000,3616.0000000,182799
20190523,000000,3616.0000000,3637.0000000,3544.5000000,3552.0000000,241991
20190524,000000,3564.5000000,3594.0000000,3556.0000000,3565.0000000,247805
20190527,000000,3578.5000000,3629.0000000,3570.0000000,3615.0000000,130837
20190528,000000,3620.0000000,3659.0000000,3612.5000000,3630.0000000,251927
20190529,000000,3635.0000000,3689.5000000,3630.5000000,3670.0000000,182324
20190530,000000,3685.0000000,3695.0000000,3655.5000000,3673.5000000,107644
20190531,000000,3665.0000000,3738.5000000,3642.5000000,3738.5000000,227137
20190603,000000,3730.0000000,3859.5000000,3697.5000000,3850.0000000,385759
20190604,000000,3841.0000000,3890.5000000,3821.0000000,3860.0000000,365006
20190605,000000,3865.0000000,3877.5000000,3837.5000000,3853.0000000,165820
20190606,000000,3853.0000000,3876.0000000,3826.5000000,3839.5000000,151980
20190607,000000,3839.0000000,3864.0000000,3789.0000000,3820.0000000,240938
20190610,000000,3833.5000000,3841.5000000,3791.0000000,3797.0000000,199921
20190611,000000,3805.0000000,3826.0000000,3760.0000000,3781.0000000,419395
20190613,000000,3647.0000000,3683.0000000,3625.5000000,3650.0000000,297737
20190614,000000,3653.5000000,3689.0000000,3615.0000000,3650.0000000,252315
20190617,000000,3645.0000000,3755.0000000,3623.0000000,3740.0000000,256587
20190618,000000,3740.0000000,3785.0000000,3716.0000000,3741.0000000,207486
20190619,000000,3748.0000000,3774.5000000,3717.5000000,3759.5000000,162862
20190620,000000,3766.5000000,3819.0000000,3759.0000000,3805.5000000,359783
20190621,000000,3805.0000000,3818.5000000,3716.0000000,3753.0000000,284818
20190624,000000,3760.5000000,3760.5000000,3700.0000000,3718.5000000,158261
20190625,000000,3705.5000000,3736.0000000,3663.0000000,3690.0000000,148326
20190626,000000,3690.0000000,3865.5000000,3681.5000000,3865.0000000,874471
20190627,000000,3867.5000000,3914.0000000,3791.0000000,3791.0000000,481788
20190628,000000,3799.5000000,3802.5000000,3731.0000000,3735.0000000,233295
20190701,000000,3754.0000000,3782.0000000,3725.5000000,3729.5000000,165042
20190702,000000,3735.0000000,3769.5000000,3703.0000000,3769.0000000,156057
20190703,000000,3770.0000000,3793.5000000,3747.0000000,3785.0000000,167973
20190704,000000,3780.0000000,3849.5000000,3770.5000000,3833.0000000,324885
20190705,000000,3831.5000000,3844.5000000,3803.5000000,3832.5000000,170473
20190708,000000,3839.0000000,3938.0000000,3828.5000000,3935.0000000,394950
20190709,000000,3936.0000000,3955.0000000,3875.5000000,3930.0000000,275747
20190710,000000,3938.0000000,3990.0000000,3900.0000000,3911.0000000,327789
20190711,000000,3911.0000000,3930.0000000,3842.0000000,3860.0000000,297993
20190712,000000,3861.5000000,3886.0000000,3795.5000000,3863.5000000,259276
20190715,000000,3863.0000000,3938.0000000,3839.0000000,3878.5000000,214182
20190716,000000,3873.5000000,3898.0000000,3835.5000000,3867.0000000,156259
20190717,000000,3851.0000000,3907.0000000,3846.0000000,3869.5000000,169872
20190718,000000,3869.0000000,3885.5000000,3837.0000000,3845.5000000,136975
20190719,000000,3870.0000000,3887.0000000,3806.0000000,3820.0000000,393376
20190722,000000,3816.5000000,3834.5000000,3746.0000000,3751.0000000,308935
20190723,000000,3761.0000000,3819.0000000,3736.0000000,3807.0000000,235605
20190724,000000,3815.5000000,3816.5000000,3785.0000000,3800.0000000,159121
20190725,000000,3800.0000000,3900.0000000,3770.0000000,3793.5000000,409639
20190726,000000,3818.0000000,3818.0000000,3746.0000000,3780.0000000,172862
20190729,000000,3771.0000000,3812.5000000,3762.5000000,3784.5000000,156261
20190730,000000,3795.0000000,3795.0000000,3745.0000000,3782.5000000,104495
20190731,000000,3781.0000000,3809.5000000,3751.0000000,3785.0000000,250382
20190801,000000,3768.0000000,3793.5000000,3721.5000000,3759.0000000,169450
20190802,000000,3737.0000000,3759.0000000,3690.0000000,3690.0000000,229594
20190805,000000,3685.0000000,3719.0000000,3556.0000000,3581.0000000,390415
20190806,000000,3589.0000000,3609.5000000,3580.0000000,3594.0000000,137668
20190807,000000,3600.0000000,3623.0000000,3513.0000000,3532.5000000,288791
20190808,000000,3557.5000000,3598.0000000,3541.0000000,3582.5000000,142639
20190809,000000,3576.0000000,3598.0000000,3534.0000000,3545.0000000,139374
20190812,000000,3558.0000000,3577.0000000,3536.5000000,3559.0000000,94111
20190813,000000,3560.0000000,3594.0000000,3552.0000000,3585.5000000,284262
20190814,000000,3596.0000000,3640.0000000,3566.0000000,3605.0000000,237298
20190815,000000,3605.0000000,3626.5000000,3565.5000000,3586.0000000,277150
20190816,000000,3594.0000000,3617.0000000,3578.5000000,3601.0000000,157711
20190819,000000,3610.5000000,3649.0000000,3597.5000000,3633.0000000,118385
20190820,000000,3633.5000000,3637.0000000,3575.0000000,3584.0000000,142146
20190821,000000,3586.0000000,3588.5000000,3545.0000000,3571.0000000,197480
20190822,000000,3563.0000000,3572.0000000,3526.0000000,3535.0000000,151256
20190823,000000,3536.0000000,3547.0000000,3519.5000000,3520.5000000,151824
20190826,000000,3519.5000000,3549.0000000,3483.0000000,3529.5000000,98205
20190827,000000,3520.5000000,3543.5000000,3512.0000000,3525.5000000,97756
20190828,000000,3529.5000000,3544.5000000,3518.0000000,3543.5000000,172029
20190829,000000,3543.5000000,3595.0000000,3542.0000000,3580.0000000,119325
20190830,000000,3575.5000000,3690.0000000,3575.5000000,3690.0000000,430284
20190902,000000,3687.0000000,3691.0000000,3650.0000000,3656.0000000,142408
20190903,000000,3656.5000000,3666.5000000,3606.5000000,3624.0000000,189850
20190904,000000,3634.5000000,3654.5000000,3596.0000000,3608.0000000,327381
20190905,000000,3618.0000000,3624.5000000,3577.5000000,3599.5000000,428663
20190906,000000,3604.0000000,3616.0000000,3570.5000000,3574.5000000,225949
20190909,000000,3580.0000000,3595.5000000,3540.0000000,3550.0000000,252069
20190910,000000,3550.5000000,3578.0000000,3505.5000000,3575.0000000,435279
20190911,000000,3581.5000000,3625.0000000,3558.0000000,3585.0000000,472081
20190912,000000,3586.5000000,3637.0000000,3578.0000000,3625.0000000,408066
20190913,000000,3625.5000000,3647.0000000,3608.0000000,3620.0000000,215755
20190916,000000,3620.5000000,3638.5000000,3600.5000000,3633.0000000,138760
20190917,000000,3630.0000000,3654.0000000,3607.5000000,3650.0000000,251439
20190918,000000,3645.5000000,3705.0000000,3642.0000000,3671.5000000,460798
20190919,000000,3674.0000000,3682.5000000,3608.5000000,3620.0000000,324878
20190920,000000,3616.0000000,3632.5000000,3600.0000000,3630.0000000,211820
20190923,000000,3630.0000000,3642.5000000,3601.0000000,3630.0000000,103528
20190924,000000,3628.0000000,3642.5000000,3562.0000000,3562.0000000,199068
20190925,000000,3563.0000000,3579.0000000,3539.5000000,3539.5000000,211087
20190926,000000,3543.0000000,3610.0000000,3543.0000000,3587.0000000,188783
20190927,000000,3592.5000000,3594.0000000,3559.5000000,3559.5000000,114661
20190930,000000,3551.5000000,3569.0000000,3530.0000000,3558.0000000,204091
20191001,000000,3557.0000000,3569.5000000,3535.0000000,3540.5000000,121189
20191002,000000,3545.0000000,3553.5000000,3500.0000000,3504.0000000,207713
20191003,000000,3501.5000000,3511.5000000,3406.0000000,3427.0000000,375940
20191004,000000,3433.5000000,3444.5000000,3368.0000000,3379.5000000,246772
20191007,000000,3387.0000000,3395.0000000,3355.0000000,3355.0000000,193749
20191008,000000,3374.5000000,3378.0000000,3273.0000000,3292.5000000,500326
20191009,000000,3298.0000000,3325.0000000,3247.0000000,3321.5000000,471981
20191010,000000,3327.0000000,3331.5000000,3276.0000000,3277.0000000,293096
20191011,000000,3282.5000000,3298.0000000,3202.5000000,3211.5000000,358327
20191014,000000,3217.5000000,3231.0000000,3136.5000000,3136.5000000,400968
20191015,000000,3133.0000000,3218.0000000,3110.5000000,3215.0000000,424097
20191016,000000,3215.5000000,3259.0000000,3186.0000000,3254.5000000,406127
20191017,000000,3259.0000000,3262.5000000,3221.0000000,3239.5000000,279919
20191018,000000,3239.5000000,3242.0000000,3205.5000000,3215.0000000,148624
20191021,000000,3215.0000000,3242.0000000,3168.0000000,3175.0000000,297079
20191022,000000,3176.5000000,3231.0000000,3164.0000000,3230.0000000,244499
20191023,000000,3227.5000000,3278.0000000,3195.0000000,3214.0000000,456865
20191024,000000,3211.0000000,3255.0000000,3207.0000000,3231.0000000,425053
20191025,000000,3243.5000000,3243.5000000,3105.0000000,3182.0000000,519587
20191028,000000,3184.0000000,3235.5000000,3162.0000000,3168.0000000,279607
20191029,000000,3174.0000000,3247.0000000,3092.5000000,3211.0000000,866930
20191030,000000,3211.0000000,3223.0000000,3164.5000000,3201.5000000,251382
20191031,000000,3203.5000000,3232.0000000,3199.0000000,3232.0000000,282342
20191101,000000,3242.0000000,3320.0000000,3238.0000000,3273.5000000,494119
20191105,000000,3302.5000000,3370.0000000,3290.5000000,3346.5000000,430102
20191106,000000,3346.5000000,3366.5000000,3325.0000000,3350.0000000,299321
20191107,000000,3351.5000000,3379.0000000,3338.5000000,3360.0000000,328258
20191108,000000,3353.0000000,3358.5000000,3257.0000000,3303.0000000,418426
20191111,000000,3308.5000000,3324.5000000,3291.0000000,3305.0000000,146215
20191112,000000,3310.0000000,3365.5000000,3306.0000000,3320.5000000,304507
20191113,000000,3311.0000000,3345.0000000,3301.5000000,3333.0000000,163503
20191114,000000,3329.5000000,3374.0000000,3313.0000000,3317.0000000,218468
20191115,000000,3332.5000000,3350.0000000,3280.0000000,3305.5000000,217900
20191118,000000,3341.0000000,3348.0000000,3285.5000000,3294.5000000,280848
20191119,000000,3298.0000000,3338.5000000,3291.5000000,3334.0000000,226260
20191120,000000,3323.5000000,3330.0000000,3301.5000000,3314.0000000,125141
20191121,000000,3307.0000000,3317.5000000,3257.0000000,3270.0000000,277061
20191122,000000,3276.0000000,3292.5000000,3255.0000000,3261.0000000,182143
20191125,000000,3261.5000000,3275.0000000,3240.0000000,3240.0000000,196557
20191126,000000,3243.0000000,3264.5000000,3231.0000000,3241.5000000,245469
20191127,000000,3250.0000000,3266.0000000,3234.5000000,3245.5000000,200161
20191128,000000,3243.0000000,3264.0000000,3236.5000000,3259.5000000,117096
20191129,000000,3252.0000000,3292.0000000,3236.5000000,3283.0000000,189141
20191202,000000,3280.0000000,3303.5000000,3242.0000000,3253.5000000,212324
20191203,000000,3253.5000000,3256.5000000,3174.0000000,3180.0000000,339436
20191204,000000,3188.0000000,3215.5000000,3151.5000000,3195.5000000,190002
20191205,000000,3205.0000000,3222.0000000,3191.0000000,3199.0000000,114441
20191206,000000,3208.5000000,3219.5000000,3195.5000000,3207.0000000,94980
20191209,000000,3211.0000000,3234.5000000,3207.0000000,3231.5000000,169123
20191210,000000,3232.0000000,3238.0000000,3211.5000000,3234.0000000,89431
20191211,000000,3233.0000000,3258.5000000,3225.0000000,3230.5000000,168607
20191212,000000,3235.0000000,3259.5000000,3235.0000000,3235.0000000,209848
20191213,000000,3245.0000000,3274.0000000,3237.0000000,3265.5000000,238421
20191216,000000,3274.5000000,3289.5000000,3255.5000000,3265.5000000,228827
20191217,000000,3268.0000000,3285.5000000,3258.5000000,3272.5000000,212904
20191218,000000,3272.0000000,3289.0000000,3268.5000000,3271.0000000,253346
20191219,000000,3274.0000000,3288.5000000,3270.5000000,3276.0000000,327136
20191220,000000,3325.0000000,3352.0000000,3287.0000000,3297.0000000,648340
20191223,000000,3309.5000000,3344.5000000,3301.0000000,3340.0000000,299579
20191224,000000,3343.5000000,3379.5000000,3341.0000000,3371.5000000,374853
20191225,000000,3374.5000000,3431.5000000,3372.0000000,3416.0000000,395005
20191226,000000,3432.0000000,3464.5000000,3424.0000000,3449.0000000,401515
20191227,000000,3451.5000000,3467.0000000,3412.5000000,3428.0000000,422886
20191230,000000,3435.0000000,3444.0000000,3416.5000000,3425.0000000,252912
20200103,000000,3440.0000000,3460.0000000,3431.0000000,3445.5000000,291955
20200106,000000,3446.0000000,3455.5000000,3407.0000000,3416.0000000,290909
20200108,000000,3416.0000000,3432.0000000,3381.0000000,3427.0000000,388549
20200109,000000,3312.0000000,3368.5000000,3300.5000000,3348.0000000,492797
20200110,000000,3350.0000000,3379.0000000,3312.0000000,3319.5000000,376849
20200113,000000,3330.0000000,3347.5000000,3306.5000000,3345.0000000,222572
20200114,000000,3347.5000000,3370.5000000,3325.5000000,3339.0000000,362009
20200115,000000,3342.0000000,3463.0000000,3334.5000000,3440.0000000,1536221
20200116,000000,3463.5000000,3629.5000000,3460.0000000,3625.0000000,1630349
20200117,000000,3661.5000000,3700.0000000,3590.5000000,3623.0000000,1422107
20200120,000000,3640.0000000,3889.5000000,3638.0000000,3855.0000000,1596925
20200121,000000,3840.5000000,3885.0000000,3714.5000000,3840.0000000,1137798
20200122,000000,3860.0000000,3939.0000000,3750.0000000,3750.0000000,1202119
20200123,000000,3724.0000000,3750.0000000,3632.0000000,3702.5000000,890575
20200124,000000,3731.0000000,3815.0000000,3706.5000000,3796.0000000,1028616
20200127,000000,3752.0000000,3763.0000000,3683.0000000,3708.5000000,585063
20200128,000000,3719.0000000,3812.0000000,3708.0000000,3751.0000000,597899
20200129,000000,3759.0000000,3870.0000000,3731.0000000,3819.5000000,717748
20200130,000000,3796.0000000,3874.0000000,3775.5000000,3830.0000000,617826
20200131,000000,3851.5000000,3870.0000000,3727.0000000,3727.0000000,682379
20200203,000000,3699.0000000,3761.0000000,3668.0000000,3720.5000000,559676
20200204,000000,3742.0000000,3797.0000000,3725.0000000,3750.0000000,453596
20200205,000000,3759.5000000,3805.5000000,3700.0000000,3783.5000000,1004108
20200206,000000,3814.5000000,3839.0000000,3655.0000000,3713.0000000,1505151
20200207,000000,3715.5000000,3727.0000000,3625.5000000,3640.0000000,652734
20200210,000000,3639.0000000,3657.5000000,3507.0000000,3564.5000000,779546
20200211,000000,3571.0000000,3597.0000000,3512.0000000,3575.0000000,594896
20200212,000000,3570.0000000,3760.0000000,3563.0000000,3760.0000000,1114425
20200213,000000,3750.0000000,3806.5000000,3712.5000000,3750.0000000,851663
20200214,000000,3762.0000000,3768.5000000,3661.0000000,3669.0000000,480070
20200217,000000,3685.0000000,3718.0000000,3651.5000000,3697.0000000,452693
20200218,000000,3688.5000000,3688.5000000,3605.0000000,3620.0000000,460542
20200219,000000,3631.0000000,3668.0000000,3557.5000000,3640.5000000,547359
20200220,000000,3651.0000000,3670.0000000,3617.0000000,3641.0000000,269194
20200221,000000,3623.0000000,3651.5000000,3591.0000000,3625.0000000,312226
20200225,000000,3556.0000000,3598.5000000,3500.0000000,3503.0000000,433180
20200226,000000,3488.0000000,3529.0000000,3390.5000000,3529.0000000,667542
20200227,000000,3482.0000000,3484.5000000,3320.0000000,3345.0000000,600611
20200228,000000,3236.0000000,3269.0000000,3054.0000000,3160.5000000,1459642
20200302,000000,3213.5000000,3271.5000000,3066.0000000,3201.0000000,749046
20200303,000000,3266.0000000,3288.0000000,3131.0000000,3150.0000000,807292
20200304,000000,3123.0000000,3182.0000000,3102.0000000,3130.0000000,532562
20200305,000000,3161.0000000,3169.0000000,3081.0000000,3121.0000000,521348
20200306,000000,3072.5000000,3093.5000000,2950.0000000,2984.0000000,862991
20200310,000000,2688.0000000,2820.0000000,2507.0000000,2669.5000000,2125922
20200311,000000,2689.0000000,2777.0000000,2630.0000000,2705.0000000,1264374
20200312,000000,2625.0000000,2625.0000000,2313.0000000,2337.0000000,1842348
20200313,000000,2327.0000000,2545.0000000,2289.0000000,2501.0000000,2036854
20200316,000000,2501.0000000,2650.0000000,2378.0000000,2636.0000000,1400055
20200317,000000,2589.5000000,2782.0000000,2583.5000000,2765.5000000,1387212
20200318,000000,2726.0000000,2890.0000000,2713.0000000,2780.0000000,1841047
20200319,000000,2779.5000000,2969.0000000,2771.0000000,2950.0000000,1233763
20200320,000000,2989.0000000,3075.0000000,2980.0000000,3002.5000000,1329099
20200323,000000,2949.0000000,3050.0000000,2830.0000000,2986.0000000,1068377
20200324,000000,3040.0000000,3095.0000000,3009.5000000,3020.0000000,733127
20200325,000000,3050.5000000,3134.0000000,2950.0000000,3070.0000000,1017518
20200326,000000,3069.5000000,3251.0000000,3003.0000000,3249.5000000,776449
20200327,000000,3254.0000000,3272.0000000,3063.5000000,3140.0000000,640870
20200330,000000,3100.5000000,3159.0000000,3045.0000000,3128.5000000,386716
20200331,000000,3149.0000000,3241.5000000,3065.0000000,3202.5000000,468120
20200401,000000,3158.0000000,3189.5000000,3116.5000000,3140.0000000,401981
20200402,000000,3171.5000000,3200.0000000,3115.0000000,3190.0000000,603133
20200403,000000,3178.0000000,3275.0000000,3158.0000000,3189.0000000,631941
20200406,000000,3207.0000000,3262.0000000,3191.0000000,3262.0000000,428077
20200407,000000,3284.5000000,3354.0000000,3254.0000000,3255.0000000,634958
20200408,000000,3231.5000000,3377.0000000,3204.0000000,3372.5000000,638994
20200409,000000,3387.0000000,3418.5000000,3287.5000000,3318.0000000,664627
20200410,000000,3318.0000000,3326.5000000,3275.5000000,3321.5000000,198605
20200413,000000,3315.5000000,3383.5000000,3260.0000000,3286.0000000,303435
20200414,000000,3318.0000000,3385.0000000,3308.0000000,3362.0000000,477174
20200415,000000,3365.0000000,3365.5000000,3215.0000000,3244.5000000,489492
20200416,000000,3249.0000000,3290.0000000,3180.0000000,3196.5000000,423817
20200417,000000,3253.0000000,3263.5000000,3200.0000000,3236.0000000,290157
20200420,000000,3232.0000000,3254.0000000,3159.5000000,3165.0000000,272556
20200421,000000,3129.0000000,3155.0000000,3032.0000000,3142.5000000,448016
20200422,000000,3140.0000000,3263.0000000,3120.0000000,3205.0000000,412431
20200423,000000,3236.0000000,3320.5000000,3187.5000000,3287.0000000,370461
20200424,000000,3298.5000000,3298.5000000,3215.5000000,3215.5000000,314692
20200427,000000,3233.0000000,3356.0000000,3229.0000000,3356.0000000,512104
20200428,000000,3348.5000000,3502.5000000,3336.0000000,3380.0000000,760416
20200429,000000,3399.5000000,3506.5000000,3392.0000000,3467.0000000,546429
20200430,000000,3479.0000000,3705.0000000,3468.0000000,3690.0000000,1484139
20200504,000000,3677.5000000,3858.0000000,3612.0000000,3760.0000000,1340370
20200505,000000,3782.5000000,3824.5000000,3664.5000000,3702.0000000,661431
20200506,000000,3708.5000000,3740.0000000,3661.0000000,3690.0000000,675492
20200507,000000,3691.5000000,3731.0000000,3673.0000000,3694.0000000,483755
